PG Count,GSM,Binding ,Paper,Spine
1016,90,paperback,Coated matt,53.178
1017,90,paperback,Coated matt,53.22975
1018,90,paperback,Coated matt,53.2815
1019,90,paperback,Coated matt,53.33325
1020,90,paperback,Coated matt,53.385
1021,90,paperback,Coated matt,53.43675
1022,90,paperback,Coated matt,53.4885
1023,90,paperback,Coated matt,53.54025
1024,90,paperback,Coated matt,53.592
1025,90,paperback,Coated matt,53.64375
1026,90,paperback,Coated matt,53.6955
1027,90,paperback,Coated matt,53.74725
1028,90,paperback,Coated matt,53.799
1029,90,paperback,Coated matt,53.85075
1030,90,paperback,Coated matt,53.9025
1031,90,paperback,Coated matt,53.95425
1032,90,paperback,Coated matt,54.006
1033,90,paperback,Coated matt,54.05775
1034,90,paperback,Coated matt,54.1095
1035,90,paperback,Coated matt,54.16125
1036,90,paperback,Coated matt,54.213
1037,90,paperback,Coated matt,54.26475
1038,90,paperback,Coated matt,54.3165
1039,90,paperback,Coated matt,54.36825
1040,90,paperback,Coated matt,54.42
1041,90,paperback,Coated matt,54.47175
1042,90,paperback,Coated matt,54.5235
1043,90,paperback,Coated matt,54.57525
1044,90,paperback,Coated matt,54.627
1045,90,paperback,Coated matt,54.67875
1046,90,paperback,Coated matt,54.7305
1047,90,paperback,Coated matt,54.78225
1048,90,paperback,Coated matt,54.834
1049,90,paperback,Coated matt,54.88575
1050,90,paperback,Coated matt,54.9375
1051,90,paperback,Coated matt,54.98925
1052,90,paperback,Coated matt,55.041
1053,90,paperback,Coated matt,55.09275
1054,90,paperback,Coated matt,55.1445
1055,90,paperback,Coated matt,55.19625
1056,90,paperback,Coated matt,55.248
1057,90,paperback,Coated matt,55.29975
1058,90,paperback,Coated matt,55.3515
1059,90,paperback,Coated matt,55.40325
1060,90,paperback,Coated matt,55.455
1061,90,paperback,Coated matt,55.50675
1062,90,paperback,Coated matt,55.5585
1063,90,paperback,Coated matt,55.61025
1064,90,paperback,Coated matt,55.662
1065,90,paperback,Coated matt,55.71375
1066,90,paperback,Coated matt,55.7655
1067,90,paperback,Coated matt,55.81725
1068,90,paperback,Coated matt,55.869
1069,90,paperback,Coated matt,55.92075
1070,90,paperback,Coated matt,55.9725
1071,90,paperback,Coated matt,56.02425
1072,90,paperback,Coated matt,56.076
1073,90,paperback,Coated matt,56.12775
1074,90,paperback,Coated matt,56.1795
1075,90,paperback,Coated matt,56.23125
1076,90,paperback,Coated matt,56.283
1077,90,paperback,Coated matt,56.33475
1078,90,paperback,Coated matt,56.3865
1079,90,paperback,Coated matt,56.43825
1080,90,paperback,Coated matt,56.49
1081,90,paperback,Coated matt,56.54175
1082,90,paperback,Coated matt,56.5935
1083,90,paperback,Coated matt,56.64525
1084,90,paperback,Coated matt,56.697
1085,90,paperback,Coated matt,56.74875
1086,90,paperback,Coated matt,56.8005
1087,90,paperback,Coated matt,56.85225
1088,90,paperback,Coated matt,56.904
1089,90,paperback,Coated matt,56.95575
1090,90,paperback,Coated matt,57.0075
1091,90,paperback,Coated matt,57.05925
1092,90,paperback,Coated matt,57.111
1093,90,paperback,Coated matt,57.16275
1094,90,paperback,Coated matt,57.2145
1095,90,paperback,Coated matt,57.26625
1096,90,paperback,Coated matt,57.318
1097,90,paperback,Coated matt,57.36975
1098,90,paperback,Coated matt,57.4215
1099,90,paperback,Coated matt,57.47325
1100,90,paperback,Coated matt,57.525
1101,90,paperback,Coated matt,57.57675
1102,90,paperback,Coated matt,57.6285
1103,90,paperback,Coated matt,57.68025
1104,90,paperback,Coated matt,57.732
1105,90,paperback,Coated matt,57.78375
1106,90,paperback,Coated matt,57.8355
1107,90,paperback,Coated matt,57.88725
1108,90,paperback,Coated matt,57.939
1109,90,paperback,Coated matt,57.99075
1110,90,paperback,Coated matt,58.0425
1111,90,paperback,Coated matt,58.09425
1112,90,paperback,Coated matt,58.146
1113,90,paperback,Coated matt,58.19775
1114,90,paperback,Coated matt,58.2495
1115,90,paperback,Coated matt,58.30125
1116,90,paperback,Coated matt,58.353
1117,90,paperback,Coated matt,58.40475
1118,90,paperback,Coated matt,58.4565
1119,90,paperback,Coated matt,58.50825
1120,90,paperback,Coated matt,58.56
1121,90,paperback,Coated matt,58.61175
1122,90,paperback,Coated matt,58.6635
1123,90,paperback,Coated matt,58.71525
1124,90,paperback,Coated matt,58.767
1125,90,paperback,Coated matt,58.81875
1126,90,paperback,Coated matt,58.8705
1127,90,paperback,Coated matt,58.92225
1128,90,paperback,Coated matt,58.974
1129,90,paperback,Coated matt,59.02575
1130,90,paperback,Coated matt,59.0775
1131,90,paperback,Coated matt,59.12925
1132,90,paperback,Coated matt,59.181
1133,90,paperback,Coated matt,59.23275
1134,90,paperback,Coated matt,59.2845
1135,90,paperback,Coated matt,59.33625
1136,90,paperback,Coated matt,59.388
1137,90,paperback,Coated matt,59.43975
1138,90,paperback,Coated matt,59.4915
1139,90,paperback,Coated matt,59.54325
1140,90,paperback,Coated matt,59.595
1141,90,paperback,Coated matt,59.64675
1142,90,paperback,Coated matt,59.6985
1143,90,paperback,Coated matt,59.75025
1144,90,paperback,Coated matt,59.802
1145,90,paperback,Coated matt,59.85375
1146,90,paperback,Coated matt,59.9055
1147,90,paperback,Coated matt,59.95725
1148,90,paperback,Coated matt,60.009
1149,90,paperback,Coated matt,60.06075
1150,90,paperback,Coated matt,60.1125
1151,90,paperback,Coated matt,60.16425
1152,90,paperback,Coated matt,60.216
1153,90,paperback,Coated matt,60.26775
1154,90,paperback,Coated matt,60.3195
1155,90,paperback,Coated matt,60.37125
1156,90,paperback,Coated matt,60.423
1157,90,paperback,Coated matt,60.47475
1158,90,paperback,Coated matt,60.5265
1159,90,paperback,Coated matt,60.57825
1160,90,paperback,Coated matt,60.63
1161,90,paperback,Coated matt,60.68175
1162,90,paperback,Coated matt,60.7335
1163,90,paperback,Coated matt,60.78525
1164,90,paperback,Coated matt,60.837
1165,90,paperback,Coated matt,60.88875
1166,90,paperback,Coated matt,60.9405
1167,90,paperback,Coated matt,60.99225
1168,90,paperback,Coated matt,61.044
1169,90,paperback,Coated matt,61.09575
1170,90,paperback,Coated matt,61.1475
1171,90,paperback,Coated matt,61.19925
1172,90,paperback,Coated matt,61.251
1173,90,paperback,Coated matt,61.30275
1174,90,paperback,Coated matt,61.3545
1175,90,paperback,Coated matt,61.40625
1176,90,paperback,Coated matt,61.458
1177,90,paperback,Coated matt,61.50975
1178,90,paperback,Coated matt,61.5615
1179,90,paperback,Coated matt,61.61325
1180,90,paperback,Coated matt,61.665
1181,90,paperback,Coated matt,61.71675
1182,90,paperback,Coated matt,61.7685
1183,90,paperback,Coated matt,61.82025
1184,90,paperback,Coated matt,61.872
1185,90,paperback,Coated matt,61.92375
1186,90,paperback,Coated matt,61.9755
1187,90,paperback,Coated matt,62.02725
1188,90,paperback,Coated matt,62.079
1189,90,paperback,Coated matt,62.13075
1190,90,paperback,Coated matt,62.1825
1191,90,paperback,Coated matt,62.23425
1192,90,paperback,Coated matt,62.286
1193,90,paperback,Coated matt,62.33775
1194,90,paperback,Coated matt,62.3895
1195,90,paperback,Coated matt,62.44125
1196,90,paperback,Coated matt,62.493
1197,90,paperback,Coated matt,62.54475
1198,90,paperback,Coated matt,62.5965
1199,90,paperback,Coated matt,62.64825
1200,90,paperback,Coated matt,62.7
1,90,Hardback,Coated matt,2.05175
2,90,Hardback,Coated matt,2.1035
3,90,Hardback,Coated matt,2.15525
4,90,Hardback,Coated matt,2.207
5,90,Hardback,Coated matt,2.25875
6,90,Hardback,Coated matt,2.3105
7,90,Hardback,Coated matt,2.36225
8,90,Hardback,Coated matt,2.414
9,90,Hardback,Coated matt,2.46575
10,90,Hardback,Coated matt,2.5175
11,90,Hardback,Coated matt,2.56925
12,90,Hardback,Coated matt,2.621
13,90,Hardback,Coated matt,2.67275
14,90,Hardback,Coated matt,2.7245
15,90,Hardback,Coated matt,2.77625
16,90,Hardback,Coated matt,2.828
17,90,Hardback,Coated matt,2.87975
18,90,Hardback,Coated matt,2.9315
19,90,Hardback,Coated matt,2.98325
20,90,Hardback,Coated matt,3.035
21,90,Hardback,Coated matt,3.08675
22,90,Hardback,Coated matt,3.1385
23,90,Hardback,Coated matt,3.19025
24,90,Hardback,Coated matt,3.242
25,90,Hardback,Coated matt,3.29375
26,90,Hardback,Coated matt,3.3455
27,90,Hardback,Coated matt,3.39725
28,90,Hardback,Coated matt,3.449
29,90,Hardback,Coated matt,3.50075
30,90,Hardback,Coated matt,3.5525
31,90,Hardback,Coated matt,3.60425
32,90,Hardback,Coated matt,3.656
33,90,Hardback,Coated matt,3.70775
34,90,Hardback,Coated matt,3.7595
35,90,Hardback,Coated matt,3.81125
36,90,Hardback,Coated matt,3.863
37,90,Hardback,Coated matt,3.91475
38,90,Hardback,Coated matt,3.9665
39,90,Hardback,Coated matt,4.01825
40,90,Hardback,Coated matt,4.07
41,90,Hardback,Coated matt,4.12175
42,90,Hardback,Coated matt,4.1735
43,90,Hardback,Coated matt,4.22525
44,90,Hardback,Coated matt,4.277
45,90,Hardback,Coated matt,4.32875
46,90,Hardback,Coated matt,4.3805
47,90,Hardback,Coated matt,4.43225
48,90,Hardback,Coated matt,4.484
49,90,Hardback,Coated matt,4.53575
50,90,Hardback,Coated matt,4.5875
51,90,Hardback,Coated matt,4.63925
52,90,Hardback,Coated matt,4.691
53,90,Hardback,Coated matt,4.74275
54,90,Hardback,Coated matt,4.7945
55,90,Hardback,Coated matt,4.84625
56,90,Hardback,Coated matt,4.898
57,90,Hardback,Coated matt,4.94975
58,90,Hardback,Coated matt,5.0015
59,90,Hardback,Coated matt,5.05325
60,90,Hardback,Coated matt,5.105
61,90,Hardback,Coated matt,5.15675
62,90,Hardback,Coated matt,5.2085
63,90,Hardback,Coated matt,5.26025
64,90,Hardback,Coated matt,5.312
65,90,Hardback,Coated matt,5.36375
66,90,Hardback,Coated matt,5.4155
67,90,Hardback,Coated matt,5.46725
68,90,Hardback,Coated matt,5.519
69,90,Hardback,Coated matt,5.57075
70,90,Hardback,Coated matt,5.6225
71,90,Hardback,Coated matt,5.67425
72,90,Hardback,Coated matt,5.726
73,90,Hardback,Coated matt,5.77775
74,90,Hardback,Coated matt,5.8295
75,90,Hardback,Coated matt,5.88125
76,90,Hardback,Coated matt,5.933
77,90,Hardback,Coated matt,5.98475
78,90,Hardback,Coated matt,6.0365
79,90,Hardback,Coated matt,6.08825
80,90,Hardback,Coated matt,6.14
81,90,Hardback,Coated matt,6.19175
82,90,Hardback,Coated matt,6.2435
83,90,Hardback,Coated matt,6.29525
84,90,Hardback,Coated matt,6.347
85,90,Hardback,Coated matt,6.39875
86,90,Hardback,Coated matt,6.4505
87,90,Hardback,Coated matt,6.50225
88,90,Hardback,Coated matt,6.554
89,90,Hardback,Coated matt,6.60575
90,90,Hardback,Coated matt,6.6575
91,90,Hardback,Coated matt,6.70925
92,90,Hardback,Coated matt,6.761
93,90,Hardback,Coated matt,6.81275
94,90,Hardback,Coated matt,6.8645
95,90,Hardback,Coated matt,6.91625
96,90,Hardback,Coated matt,6.968
97,90,Hardback,Coated matt,7.01975
98,90,Hardback,Coated matt,7.0715
99,90,Hardback,Coated matt,7.12325
100,90,Hardback,Coated matt,7.175
101,90,Hardback,Coated matt,7.22675
102,90,Hardback,Coated matt,7.2785
103,90,Hardback,Coated matt,7.33025
104,90,Hardback,Coated matt,7.382
105,90,Hardback,Coated matt,7.43375
106,90,Hardback,Coated matt,7.4855
107,90,Hardback,Coated matt,7.53725
108,90,Hardback,Coated matt,7.589
109,90,Hardback,Coated matt,7.64075
110,90,Hardback,Coated matt,7.6925
111,90,Hardback,Coated matt,7.74425
112,90,Hardback,Coated matt,7.796
113,90,Hardback,Coated matt,7.84775
114,90,Hardback,Coated matt,7.8995
115,90,Hardback,Coated matt,7.95125
116,90,Hardback,Coated matt,8.003
117,90,Hardback,Coated matt,8.05475
118,90,Hardback,Coated matt,8.1065
119,90,Hardback,Coated matt,8.15825
120,90,Hardback,Coated matt,8.21
121,90,Hardback,Coated matt,8.26175
122,90,Hardback,Coated matt,8.3135
123,90,Hardback,Coated matt,8.36525
124,90,Hardback,Coated matt,8.417
125,90,Hardback,Coated matt,8.46875
126,90,Hardback,Coated matt,8.5205
127,90,Hardback,Coated matt,8.57225
128,90,Hardback,Coated matt,8.624
129,90,Hardback,Coated matt,8.67575
130,90,Hardback,Coated matt,8.7275
131,90,Hardback,Coated matt,8.77925
132,90,Hardback,Coated matt,8.831
133,90,Hardback,Coated matt,8.88275
134,90,Hardback,Coated matt,8.9345
135,90,Hardback,Coated matt,8.98625
136,90,Hardback,Coated matt,9.038
137,90,Hardback,Coated matt,9.08975
138,90,Hardback,Coated matt,9.1415
139,90,Hardback,Coated matt,9.19325
140,90,Hardback,Coated matt,9.245
141,90,Hardback,Coated matt,9.29675
142,90,Hardback,Coated matt,9.3485
143,90,Hardback,Coated matt,9.40025
144,90,Hardback,Coated matt,9.452
145,90,Hardback,Coated matt,9.50375
146,90,Hardback,Coated matt,9.5555
147,90,Hardback,Coated matt,9.60725
148,90,Hardback,Coated matt,9.659
149,90,Hardback,Coated matt,9.71075
150,90,Hardback,Coated matt,9.7625
151,90,Hardback,Coated matt,9.81425
152,90,Hardback,Coated matt,9.866
153,90,Hardback,Coated matt,9.91775
154,90,Hardback,Coated matt,9.9695
155,90,Hardback,Coated matt,10.02125
156,90,Hardback,Coated matt,10.073
157,90,Hardback,Coated matt,10.12475
158,90,Hardback,Coated matt,10.1765
159,90,Hardback,Coated matt,10.22825
160,90,Hardback,Coated matt,10.28
161,90,Hardback,Coated matt,10.33175
162,90,Hardback,Coated matt,10.3835
163,90,Hardback,Coated matt,10.43525
164,90,Hardback,Coated matt,10.487
165,90,Hardback,Coated matt,10.53875
166,90,Hardback,Coated matt,10.5905
167,90,Hardback,Coated matt,10.64225
168,90,Hardback,Coated matt,10.694
169,90,Hardback,Coated matt,10.74575
170,90,Hardback,Coated matt,10.7975
171,90,Hardback,Coated matt,10.84925
172,90,Hardback,Coated matt,10.901
173,90,Hardback,Coated matt,10.95275
174,90,Hardback,Coated matt,11.0045
175,90,Hardback,Coated matt,11.05625
176,90,Hardback,Coated matt,11.108
177,90,Hardback,Coated matt,11.15975
178,90,Hardback,Coated matt,11.2115
179,90,Hardback,Coated matt,11.26325
180,90,Hardback,Coated matt,11.315
181,90,Hardback,Coated matt,11.36675
182,90,Hardback,Coated matt,11.4185
183,90,Hardback,Coated matt,11.47025
184,90,Hardback,Coated matt,11.522
185,90,Hardback,Coated matt,11.57375
186,90,Hardback,Coated matt,11.6255
187,90,Hardback,Coated matt,11.67725
188,90,Hardback,Coated matt,11.729
189,90,Hardback,Coated matt,11.78075
190,90,Hardback,Coated matt,11.8325
191,90,Hardback,Coated matt,11.88425
192,90,Hardback,Coated matt,11.936
193,90,Hardback,Coated matt,11.98775
194,90,Hardback,Coated matt,12.0395
195,90,Hardback,Coated matt,12.09125
196,90,Hardback,Coated matt,12.143
197,90,Hardback,Coated matt,12.19475
198,90,Hardback,Coated matt,12.2465
199,90,Hardback,Coated matt,12.29825
200,90,Hardback,Coated matt,12.35
201,90,Hardback,Coated matt,12.40175
202,90,Hardback,Coated matt,12.4535
203,90,Hardback,Coated matt,12.50525
204,90,Hardback,Coated matt,12.557
205,90,Hardback,Coated matt,12.60875
206,90,Hardback,Coated matt,12.6605
207,90,Hardback,Coated matt,12.71225
208,90,Hardback,Coated matt,12.764
209,90,Hardback,Coated matt,12.81575
210,90,Hardback,Coated matt,12.8675
211,90,Hardback,Coated matt,12.91925
212,90,Hardback,Coated matt,12.971
213,90,Hardback,Coated matt,13.02275
214,90,Hardback,Coated matt,13.0745
215,90,Hardback,Coated matt,13.12625
216,90,Hardback,Coated matt,13.178
217,90,Hardback,Coated matt,13.22975
218,90,Hardback,Coated matt,13.2815
219,90,Hardback,Coated matt,13.33325
220,90,Hardback,Coated matt,13.385
221,90,Hardback,Coated matt,13.43675
222,90,Hardback,Coated matt,13.4885
223,90,Hardback,Coated matt,13.54025
224,90,Hardback,Coated matt,13.592
225,90,Hardback,Coated matt,13.64375
226,90,Hardback,Coated matt,13.6955
227,90,Hardback,Coated matt,13.74725
228,90,Hardback,Coated matt,13.799
229,90,Hardback,Coated matt,13.85075
230,90,Hardback,Coated matt,13.9025
231,90,Hardback,Coated matt,13.95425
232,90,Hardback,Coated matt,14.006
233,90,Hardback,Coated matt,14.05775
234,90,Hardback,Coated matt,14.1095
235,90,Hardback,Coated matt,14.16125
236,90,Hardback,Coated matt,14.213
237,90,Hardback,Coated matt,14.26475
238,90,Hardback,Coated matt,14.3165
239,90,Hardback,Coated matt,14.36825
240,90,Hardback,Coated matt,14.42
241,90,Hardback,Coated matt,14.47175
242,90,Hardback,Coated matt,14.5235
243,90,Hardback,Coated matt,14.57525
244,90,Hardback,Coated matt,14.627
245,90,Hardback,Coated matt,14.67875
246,90,Hardback,Coated matt,14.7305
247,90,Hardback,Coated matt,14.78225
248,90,Hardback,Coated matt,14.834
249,90,Hardback,Coated matt,14.88575
250,90,Hardback,Coated matt,14.9375
251,90,Hardback,Coated matt,14.98925
252,90,Hardback,Coated matt,15.041
253,90,Hardback,Coated matt,15.09275
254,90,Hardback,Coated matt,15.1445
255,90,Hardback,Coated matt,15.19625
256,90,Hardback,Coated matt,15.248
257,90,Hardback,Coated matt,15.29975
258,90,Hardback,Coated matt,15.3515
259,90,Hardback,Coated matt,15.40325
260,90,Hardback,Coated matt,15.455
261,90,Hardback,Coated matt,15.50675
262,90,Hardback,Coated matt,15.5585
263,90,Hardback,Coated matt,15.61025
264,90,Hardback,Coated matt,15.662
265,90,Hardback,Coated matt,15.71375
266,90,Hardback,Coated matt,15.7655
267,90,Hardback,Coated matt,15.81725
268,90,Hardback,Coated matt,15.869
269,90,Hardback,Coated matt,15.92075
270,90,Hardback,Coated matt,15.9725
271,90,Hardback,Coated matt,16.02425
272,90,Hardback,Coated matt,16.076
273,90,Hardback,Coated matt,16.12775
274,90,Hardback,Coated matt,16.1795
275,90,Hardback,Coated matt,16.23125
276,90,Hardback,Coated matt,16.283
277,90,Hardback,Coated matt,16.33475
278,90,Hardback,Coated matt,16.3865
279,90,Hardback,Coated matt,16.43825
280,90,Hardback,Coated matt,16.49
281,90,Hardback,Coated matt,16.54175
282,90,Hardback,Coated matt,16.5935
283,90,Hardback,Coated matt,16.64525
284,90,Hardback,Coated matt,16.697
285,90,Hardback,Coated matt,16.74875
286,90,Hardback,Coated matt,16.8005
287,90,Hardback,Coated matt,16.85225
288,90,Hardback,Coated matt,16.904
289,90,Hardback,Coated matt,16.95575
290,90,Hardback,Coated matt,17.0075
291,90,Hardback,Coated matt,17.05925
292,90,Hardback,Coated matt,17.111
293,90,Hardback,Coated matt,17.16275
294,90,Hardback,Coated matt,17.2145
295,90,Hardback,Coated matt,17.26625
296,90,Hardback,Coated matt,17.318
297,90,Hardback,Coated matt,17.36975
298,90,Hardback,Coated matt,17.4215
299,90,Hardback,Coated matt,17.47325
300,90,Hardback,Coated matt,17.525
301,90,Hardback,Coated matt,17.57675
302,90,Hardback,Coated matt,17.6285
303,90,Hardback,Coated matt,17.68025
304,90,Hardback,Coated matt,17.732
305,90,Hardback,Coated matt,17.78375
306,90,Hardback,Coated matt,17.8355
307,90,Hardback,Coated matt,17.88725
308,90,Hardback,Coated matt,17.939
309,90,Hardback,Coated matt,17.99075
310,90,Hardback,Coated matt,18.0425
311,90,Hardback,Coated matt,18.09425
312,90,Hardback,Coated matt,18.146
313,90,Hardback,Coated matt,18.19775
314,90,Hardback,Coated matt,18.2495
315,90,Hardback,Coated matt,18.30125
316,90,Hardback,Coated matt,18.353
317,90,Hardback,Coated matt,18.40475
318,90,Hardback,Coated matt,18.4565
319,90,Hardback,Coated matt,18.50825
320,90,Hardback,Coated matt,18.56
321,90,Hardback,Coated matt,18.61175
322,90,Hardback,Coated matt,18.6635
323,90,Hardback,Coated matt,18.71525
324,90,Hardback,Coated matt,18.767
325,90,Hardback,Coated matt,18.81875
326,90,Hardback,Coated matt,18.8705
327,90,Hardback,Coated matt,18.92225
328,90,Hardback,Coated matt,18.974
329,90,Hardback,Coated matt,19.02575
330,90,Hardback,Coated matt,19.0775
331,90,Hardback,Coated matt,19.12925
332,90,Hardback,Coated matt,19.181
333,90,Hardback,Coated matt,19.23275
334,90,Hardback,Coated matt,19.2845
335,90,Hardback,Coated matt,19.33625
336,90,Hardback,Coated matt,19.388
337,90,Hardback,Coated matt,19.43975
338,90,Hardback,Coated matt,19.4915
339,90,Hardback,Coated matt,19.54325
340,90,Hardback,Coated matt,19.595
341,90,Hardback,Coated matt,19.64675
342,90,Hardback,Coated matt,19.6985
343,90,Hardback,Coated matt,19.75025
344,90,Hardback,Coated matt,19.802
345,90,Hardback,Coated matt,19.85375
346,90,Hardback,Coated matt,19.9055
347,90,Hardback,Coated matt,19.95725
348,90,Hardback,Coated matt,20.009
349,90,Hardback,Coated matt,20.06075
350,90,Hardback,Coated matt,20.1125
351,90,Hardback,Coated matt,20.16425
352,90,Hardback,Coated matt,20.216
353,90,Hardback,Coated matt,20.26775
354,90,Hardback,Coated matt,20.3195
355,90,Hardback,Coated matt,20.37125
356,90,Hardback,Coated matt,20.423
357,90,Hardback,Coated matt,20.47475
358,90,Hardback,Coated matt,20.5265
359,90,Hardback,Coated matt,20.57825
360,90,Hardback,Coated matt,20.63
361,90,Hardback,Coated matt,20.68175
362,90,Hardback,Coated matt,20.7335
363,90,Hardback,Coated matt,20.78525
364,90,Hardback,Coated matt,20.837
365,90,Hardback,Coated matt,20.88875
366,90,Hardback,Coated matt,20.9405
367,90,Hardback,Coated matt,20.99225
368,90,Hardback,Coated matt,21.044
369,90,Hardback,Coated matt,21.09575
370,90,Hardback,Coated matt,21.1475
371,90,Hardback,Coated matt,21.19925
372,90,Hardback,Coated matt,21.251
373,90,Hardback,Coated matt,21.30275
374,90,Hardback,Coated matt,21.3545
375,90,Hardback,Coated matt,21.40625
376,90,Hardback,Coated matt,21.458
377,90,Hardback,Coated matt,21.50975
378,90,Hardback,Coated matt,21.5615
379,90,Hardback,Coated matt,21.61325
380,90,Hardback,Coated matt,21.665
381,90,Hardback,Coated matt,21.71675
382,90,Hardback,Coated matt,21.7685
383,90,Hardback,Coated matt,21.82025
384,90,Hardback,Coated matt,21.872
385,90,Hardback,Coated matt,21.92375
386,90,Hardback,Coated matt,21.9755
387,90,Hardback,Coated matt,22.02725
388,90,Hardback,Coated matt,22.079
389,90,Hardback,Coated matt,22.13075
390,90,Hardback,Coated matt,22.1825
391,90,Hardback,Coated matt,22.23425
392,90,Hardback,Coated matt,22.286
393,90,Hardback,Coated matt,22.33775
394,90,Hardback,Coated matt,22.3895
395,90,Hardback,Coated matt,22.44125
396,90,Hardback,Coated matt,22.493
397,90,Hardback,Coated matt,22.54475
398,90,Hardback,Coated matt,22.5965
399,90,Hardback,Coated matt,22.64825
400,90,Hardback,Coated matt,22.7
401,90,Hardback,Coated matt,22.75175
402,90,Hardback,Coated matt,22.8035
403,90,Hardback,Coated matt,22.85525
404,90,Hardback,Coated matt,22.907
405,90,Hardback,Coated matt,22.95875
406,90,Hardback,Coated matt,23.0105
407,90,Hardback,Coated matt,23.06225
408,90,Hardback,Coated matt,23.114
409,90,Hardback,Coated matt,23.16575
410,90,Hardback,Coated matt,23.2175
411,90,Hardback,Coated matt,23.26925
412,90,Hardback,Coated matt,23.321
413,90,Hardback,Coated matt,23.37275
414,90,Hardback,Coated matt,23.4245
415,90,Hardback,Coated matt,23.47625
416,90,Hardback,Coated matt,23.528
417,90,Hardback,Coated matt,23.57975
418,90,Hardback,Coated matt,23.6315
419,90,Hardback,Coated matt,23.68325
420,90,Hardback,Coated matt,23.735
421,90,Hardback,Coated matt,23.78675
422,90,Hardback,Coated matt,23.8385
423,90,Hardback,Coated matt,23.89025
424,90,Hardback,Coated matt,23.942
425,90,Hardback,Coated matt,23.99375
426,90,Hardback,Coated matt,24.0455
427,90,Hardback,Coated matt,24.09725
428,90,Hardback,Coated matt,24.149
429,90,Hardback,Coated matt,24.20075
430,90,Hardback,Coated matt,24.2525
431,90,Hardback,Coated matt,24.30425
432,90,Hardback,Coated matt,24.356
433,90,Hardback,Coated matt,24.40775
434,90,Hardback,Coated matt,24.4595
435,90,Hardback,Coated matt,24.51125
436,90,Hardback,Coated matt,24.563
437,90,Hardback,Coated matt,24.61475
438,90,Hardback,Coated matt,24.6665
439,90,Hardback,Coated matt,24.71825
440,90,Hardback,Coated matt,24.77
441,90,Hardback,Coated matt,24.82175
442,90,Hardback,Coated matt,24.8735
443,90,Hardback,Coated matt,24.92525
444,90,Hardback,Coated matt,24.977
445,90,Hardback,Coated matt,25.02875
446,90,Hardback,Coated matt,25.0805
447,90,Hardback,Coated matt,25.13225
448,90,Hardback,Coated matt,25.184
449,90,Hardback,Coated matt,25.23575
450,90,Hardback,Coated matt,25.2875
451,90,Hardback,Coated matt,25.33925
452,90,Hardback,Coated matt,25.391
453,90,Hardback,Coated matt,25.44275
454,90,Hardback,Coated matt,25.4945
455,90,Hardback,Coated matt,25.54625
456,90,Hardback,Coated matt,25.598
457,90,Hardback,Coated matt,25.64975
458,90,Hardback,Coated matt,25.7015
459,90,Hardback,Coated matt,25.75325
460,90,Hardback,Coated matt,25.805
461,90,Hardback,Coated matt,25.85675
462,90,Hardback,Coated matt,25.9085
463,90,Hardback,Coated matt,25.96025
464,90,Hardback,Coated matt,26.012
465,90,Hardback,Coated matt,26.06375
466,90,Hardback,Coated matt,26.1155
467,90,Hardback,Coated matt,26.16725
468,90,Hardback,Coated matt,26.219
469,90,Hardback,Coated matt,26.27075
470,90,Hardback,Coated matt,26.3225
471,90,Hardback,Coated matt,26.37425
472,90,Hardback,Coated matt,26.426
473,90,Hardback,Coated matt,26.47775
474,90,Hardback,Coated matt,26.5295
475,90,Hardback,Coated matt,26.58125
476,90,Hardback,Coated matt,26.633
477,90,Hardback,Coated matt,26.68475
478,90,Hardback,Coated matt,26.7365
479,90,Hardback,Coated matt,26.78825
480,90,Hardback,Coated matt,26.84
481,90,Hardback,Coated matt,26.89175
482,90,Hardback,Coated matt,26.9435
483,90,Hardback,Coated matt,26.99525
484,90,Hardback,Coated matt,27.047
485,90,Hardback,Coated matt,27.09875
486,90,Hardback,Coated matt,27.1505
487,90,Hardback,Coated matt,27.20225
488,90,Hardback,Coated matt,27.254
489,90,Hardback,Coated matt,27.30575
490,90,Hardback,Coated matt,27.3575
491,90,Hardback,Coated matt,27.40925
492,90,Hardback,Coated matt,27.461
493,90,Hardback,Coated matt,27.51275
494,90,Hardback,Coated matt,27.5645
495,90,Hardback,Coated matt,27.61625
496,90,Hardback,Coated matt,27.668
497,90,Hardback,Coated matt,27.71975
498,90,Hardback,Coated matt,27.7715
499,90,Hardback,Coated matt,27.82325
500,90,Hardback,Coated matt,27.875
501,90,Hardback,Coated matt,27.92675
502,90,Hardback,Coated matt,27.9785
503,90,Hardback,Coated matt,28.03025
504,90,Hardback,Coated matt,28.082
505,90,Hardback,Coated matt,28.13375
506,90,Hardback,Coated matt,28.1855
507,90,Hardback,Coated matt,28.23725
508,90,Hardback,Coated matt,28.289
509,90,Hardback,Coated matt,28.34075
510,90,Hardback,Coated matt,28.3925
511,90,Hardback,Coated matt,28.44425
512,90,Hardback,Coated matt,28.496
513,90,Hardback,Coated matt,28.54775
514,90,Hardback,Coated matt,28.5995
515,90,Hardback,Coated matt,28.65125
516,90,Hardback,Coated matt,28.703
517,90,Hardback,Coated matt,28.75475
518,90,Hardback,Coated matt,28.8065
519,90,Hardback,Coated matt,28.85825
520,90,Hardback,Coated matt,28.91
521,90,Hardback,Coated matt,28.96175
522,90,Hardback,Coated matt,29.0135
