PG Count,GSM,Binding ,Paper,Spine
871,58,paperback,White,34.19447
872,58,paperback,White,34.23304
873,58,paperback,White,34.27161
874,58,paperback,White,34.31018
875,58,paperback,White,34.34875
876,58,paperback,White,34.38732
877,58,paperback,White,34.42589
878,58,paperback,White,34.46446
879,58,paperback,White,34.50303
880,58,paperback,White,34.5416
881,58,paperback,White,34.58017
882,58,paperback,White,34.61874
883,58,paperback,White,34.65731
884,58,paperback,White,34.69588
885,58,paperback,White,34.73445
886,58,paperback,White,34.77302
887,58,paperback,White,34.81159
888,58,paperback,White,34.85016
889,58,paperback,White,34.88873
890,58,paperback,White,34.9273
891,58,paperback,White,34.96587
892,58,paperback,White,35.00444
893,58,paperback,White,35.04301
894,58,paperback,White,35.08158
895,58,paperback,White,35.12015
896,58,paperback,White,35.15872
897,58,paperback,White,35.19729
898,58,paperback,White,35.23586
899,58,paperback,White,35.27443
900,58,paperback,White,35.313
901,58,paperback,White,35.35157
902,58,paperback,White,35.39014
903,58,paperback,White,35.42871
904,58,paperback,White,35.46728
905,58,paperback,White,35.50585
906,58,paperback,White,35.54442
907,58,paperback,White,35.58299
908,58,paperback,White,35.62156
909,58,paperback,White,35.66013
910,58,paperback,White,35.6987
911,58,paperback,White,35.73727
912,58,paperback,White,35.77584
913,58,paperback,White,35.81441
914,58,paperback,White,35.85298
915,58,paperback,White,35.89155
916,58,paperback,White,35.93012
917,58,paperback,White,35.96869
918,58,paperback,White,36.00726
919,58,paperback,White,36.04583
920,58,paperback,White,36.0844
921,58,paperback,White,36.12297
922,58,paperback,White,36.16154
923,58,paperback,White,36.20011
924,58,paperback,White,36.23868
925,58,paperback,White,36.27725
926,58,paperback,White,36.31582
927,58,paperback,White,36.35439
928,58,paperback,White,36.39296
929,58,paperback,White,36.43153
930,58,paperback,White,36.4701
931,58,paperback,White,36.50867
932,58,paperback,White,36.54724
933,58,paperback,White,36.58581
934,58,paperback,White,36.62438
935,58,paperback,White,36.66295
936,58,paperback,White,36.70152
937,58,paperback,White,36.74009
938,58,paperback,White,36.77866
939,58,paperback,White,36.81723
940,58,paperback,White,36.8558
941,58,paperback,White,36.89437
942,58,paperback,White,36.93294
943,58,paperback,White,36.97151
944,58,paperback,White,37.01008
945,58,paperback,White,37.04865
946,58,paperback,White,37.08722
947,58,paperback,White,37.12579
948,58,paperback,White,37.16436
949,58,paperback,White,37.20293
950,58,paperback,White,37.2415
951,58,paperback,White,37.28007
952,58,paperback,White,37.31864
953,58,paperback,White,37.35721
954,58,paperback,White,37.39578
955,58,paperback,White,37.43435
956,58,paperback,White,37.47292
957,58,paperback,White,37.51149
958,58,paperback,White,37.55006
959,58,paperback,White,37.58863
960,58,paperback,White,37.6272
961,58,paperback,White,37.66577
962,58,paperback,White,37.70434
963,58,paperback,White,37.74291
964,58,paperback,White,37.78148
965,58,paperback,White,37.82005
966,58,paperback,White,37.85862
967,58,paperback,White,37.89719
968,58,paperback,White,37.93576
969,58,paperback,White,37.97433
970,58,paperback,White,38.0129
971,58,paperback,White,38.05147
972,58,paperback,White,38.09004
973,58,paperback,White,38.12861
974,58,paperback,White,38.16718
975,58,paperback,White,38.20575
976,58,paperback,White,38.24432
977,58,paperback,White,38.28289
978,58,paperback,White,38.32146
979,58,paperback,White,38.36003
980,58,paperback,White,38.3986
981,58,paperback,White,38.43717
982,58,paperback,White,38.47574
983,58,paperback,White,38.51431
984,58,paperback,White,38.55288
985,58,paperback,White,38.59145
986,58,paperback,White,38.63002
987,58,paperback,White,38.66859
988,58,paperback,White,38.70716
989,58,paperback,White,38.74573
990,58,paperback,White,38.7843
991,58,paperback,White,38.82287
992,58,paperback,White,38.86144
993,58,paperback,White,38.90001
994,58,paperback,White,38.93858
995,58,paperback,White,38.97715
996,58,paperback,White,39.01572
997,58,paperback,White,39.05429
998,58,paperback,White,39.09286
999,58,paperback,White,39.13143
1000,58,paperback,White,39.17
1001,58,paperback,White,39.20857
1002,58,paperback,White,39.24714
1003,58,paperback,White,39.28571
1004,58,paperback,White,39.32428
1005,58,paperback,White,39.36285
1006,58,paperback,White,39.40142
1007,58,paperback,White,39.43999
1008,58,paperback,White,39.47856
1009,58,paperback,White,39.51713
1010,58,paperback,White,39.5557
1011,58,paperback,White,39.59427
1012,58,paperback,White,39.63284
1013,58,paperback,White,39.67141
1014,58,paperback,White,39.70998
1015,58,paperback,White,39.74855
1016,58,paperback,White,39.78712
1017,58,paperback,White,39.82569
1018,58,paperback,White,39.86426
1019,58,paperback,White,39.90283
1020,58,paperback,White,39.9414
1021,58,paperback,White,39.97997
1022,58,paperback,White,40.01854
1023,58,paperback,White,40.05711
1024,58,paperback,White,40.09568
1025,58,paperback,White,40.13425
1026,58,paperback,White,40.17282
1027,58,paperback,White,40.21139
1028,58,paperback,White,40.24996
1029,58,paperback,White,40.28853
1030,58,paperback,White,40.3271
1031,58,paperback,White,40.36567
1032,58,paperback,White,40.40424
1033,58,paperback,White,40.44281
1034,58,paperback,White,40.48138
1035,58,paperback,White,40.51995
1036,58,paperback,White,40.55852
1037,58,paperback,White,40.59709
1038,58,paperback,White,40.63566
1039,58,paperback,White,40.67423
1040,58,paperback,White,40.7128
1041,58,paperback,White,40.75137
1042,58,paperback,White,40.78994
1043,58,paperback,White,40.82851
1044,58,paperback,White,40.86708
1045,58,paperback,White,40.90565
1046,58,paperback,White,40.94422
1047,58,paperback,White,40.98279
1048,58,paperback,White,41.02136
1049,58,paperback,White,41.05993
1050,58,paperback,White,41.0985
1051,58,paperback,White,41.13707
1052,58,paperback,White,41.17564
1053,58,paperback,White,41.21421
1054,58,paperback,White,41.25278
1055,58,paperback,White,41.29135
1056,58,paperback,White,41.32992
1057,58,paperback,White,41.36849
1058,58,paperback,White,41.40706
1059,58,paperback,White,41.44563
1060,58,paperback,White,41.4842
1061,58,paperback,White,41.52277
1062,58,paperback,White,41.56134
1063,58,paperback,White,41.59991
1064,58,paperback,White,41.63848
1065,58,paperback,White,41.67705
1066,58,paperback,White,41.71562
1067,58,paperback,White,41.75419
1068,58,paperback,White,41.79276
1069,58,paperback,White,41.83133
1070,58,paperback,White,41.8699
1071,58,paperback,White,41.90847
1072,58,paperback,White,41.94704
1073,58,paperback,White,41.98561
1074,58,paperback,White,42.02418
1075,58,paperback,White,42.06275
1076,58,paperback,White,42.10132
1077,58,paperback,White,42.13989
1078,58,paperback,White,42.17846
1079,58,paperback,White,42.21703
1080,58,paperback,White,42.2556
1081,58,paperback,White,42.29417
1082,58,paperback,White,42.33274
1083,58,paperback,White,42.37131
1084,58,paperback,White,42.40988
1085,58,paperback,White,42.44845
1086,58,paperback,White,42.48702
1087,58,paperback,White,42.52559
1088,58,paperback,White,42.56416
1089,58,paperback,White,42.60273
1090,58,paperback,White,42.6413
1091,58,paperback,White,42.67987
1092,58,paperback,White,42.71844
1093,58,paperback,White,42.75701
1094,58,paperback,White,42.79558
1095,58,paperback,White,42.83415
1096,58,paperback,White,42.87272
1097,58,paperback,White,42.91129
1098,58,paperback,White,42.94986
1099,58,paperback,White,42.98843
1100,58,paperback,White,43.027
1101,58,paperback,White,43.06557
1102,58,paperback,White,43.10414
1103,58,paperback,White,43.14271
1104,58,paperback,White,43.18128
1105,58,paperback,White,43.21985
1106,58,paperback,White,43.25842
1107,58,paperback,White,43.29699
1108,58,paperback,White,43.33556
1109,58,paperback,White,43.37413
1110,58,paperback,White,43.4127
1111,58,paperback,White,43.45127
1112,58,paperback,White,43.48984
1113,58,paperback,White,43.52841
1114,58,paperback,White,43.56698
1115,58,paperback,White,43.60555
1116,58,paperback,White,43.64412
1117,58,paperback,White,43.68269
1118,58,paperback,White,43.72126
1119,58,paperback,White,43.75983
1120,58,paperback,White,43.7984
1121,58,paperback,White,43.83697
1122,58,paperback,White,43.87554
1123,58,paperback,White,43.91411
1124,58,paperback,White,43.95268
1125,58,paperback,White,43.99125
1126,58,paperback,White,44.02982
1127,58,paperback,White,44.06839
1128,58,paperback,White,44.10696
1129,58,paperback,White,44.14553
1130,58,paperback,White,44.1841
1131,58,paperback,White,44.22267
1132,58,paperback,White,44.26124
1133,58,paperback,White,44.29981
1134,58,paperback,White,44.33838
1135,58,paperback,White,44.37695
1136,58,paperback,White,44.41552
1137,58,paperback,White,44.45409
1138,58,paperback,White,44.49266
1139,58,paperback,White,44.53123
1140,58,paperback,White,44.5698
1141,58,paperback,White,44.60837
1142,58,paperback,White,44.64694
1143,58,paperback,White,44.68551
1144,58,paperback,White,44.72408
1145,58,paperback,White,44.76265
1146,58,paperback,White,44.80122
1147,58,paperback,White,44.83979
1148,58,paperback,White,44.87836
1149,58,paperback,White,44.91693
1150,58,paperback,White,44.9555
1151,58,paperback,White,44.99407
1152,58,paperback,White,45.03264
1153,58,paperback,White,45.07121
1154,58,paperback,White,45.10978
1155,58,paperback,White,45.14835
1156,58,paperback,White,45.18692
1157,58,paperback,White,45.22549
1158,58,paperback,White,45.26406
1159,58,paperback,White,45.30263
1160,58,paperback,White,45.3412
1161,58,paperback,White,45.37977
1162,58,paperback,White,45.41834
1163,58,paperback,White,45.45691
1164,58,paperback,White,45.49548
1165,58,paperback,White,45.53405
1166,58,paperback,White,45.57262
1167,58,paperback,White,45.61119
1168,58,paperback,White,45.64976
1169,58,paperback,White,45.68833
1170,58,paperback,White,45.7269
1171,58,paperback,White,45.76547
1172,58,paperback,White,45.80404
1173,58,paperback,White,45.84261
1174,58,paperback,White,45.88118
1175,58,paperback,White,45.91975
1176,58,paperback,White,45.95832
1177,58,paperback,White,45.99689
1178,58,paperback,White,46.03546
1179,58,paperback,White,46.07403
1180,58,paperback,White,46.1126
1181,58,paperback,White,46.15117
1182,58,paperback,White,46.18974
1183,58,paperback,White,46.22831
1184,58,paperback,White,46.26688
1185,58,paperback,White,46.30545
1186,58,paperback,White,46.34402
1187,58,paperback,White,46.38259
1188,58,paperback,White,46.42116
1189,58,paperback,White,46.45973
1190,58,paperback,White,46.4983
1191,58,paperback,White,46.53687
1192,58,paperback,White,46.57544
1193,58,paperback,White,46.61401
1194,58,paperback,White,46.65258
1195,58,paperback,White,46.69115
1196,58,paperback,White,46.72972
1197,58,paperback,White,46.76829
1198,58,paperback,White,46.80686
1199,58,paperback,White,46.84543
1200,58,paperback,White,46.884
1,58,Hardback,White,2.03857
2,58,Hardback,White,2.07714
3,58,Hardback,White,2.11571
4,58,Hardback,White,2.15428
5,58,Hardback,White,2.19285
6,58,Hardback,White,2.23142
7,58,Hardback,White,2.26999
8,58,Hardback,White,2.30856
9,58,Hardback,White,2.34713
10,58,Hardback,White,2.3857
11,58,Hardback,White,2.42427
12,58,Hardback,White,2.46284
13,58,Hardback,White,2.50141
14,58,Hardback,White,2.53998
15,58,Hardback,White,2.57855
16,58,Hardback,White,2.61712
17,58,Hardback,White,2.65569
18,58,Hardback,White,2.69426
19,58,Hardback,White,2.73283
20,58,Hardback,White,2.7714
21,58,Hardback,White,2.80997
22,58,Hardback,White,2.84854
23,58,Hardback,White,2.88711
24,58,Hardback,White,2.92568
25,58,Hardback,White,2.96425
26,58,Hardback,White,3.00282
27,58,Hardback,White,3.04139
28,58,Hardback,White,3.07996
29,58,Hardback,White,3.11853
30,58,Hardback,White,3.1571
31,58,Hardback,White,3.19567
32,58,Hardback,White,3.23424
33,58,Hardback,White,3.27281
34,58,Hardback,White,3.31138
35,58,Hardback,White,3.34995
36,58,Hardback,White,3.38852
37,58,Hardback,White,3.42709
38,58,Hardback,White,3.46566
39,58,Hardback,White,3.50423
40,58,Hardback,White,3.5428
41,58,Hardback,White,3.58137
42,58,Hardback,White,3.61994
43,58,Hardback,White,3.65851
44,58,Hardback,White,3.69708
45,58,Hardback,White,3.73565
46,58,Hardback,White,3.77422
47,58,Hardback,White,3.81279
48,58,Hardback,White,3.85136
49,58,Hardback,White,3.88993
50,58,Hardback,White,3.9285
51,58,Hardback,White,3.96707
52,58,Hardback,White,4.00564
53,58,Hardback,White,4.04421
54,58,Hardback,White,4.08278
55,58,Hardback,White,4.12135
56,58,Hardback,White,4.15992
57,58,Hardback,White,4.19849
58,58,Hardback,White,4.23706
59,58,Hardback,White,4.27563
60,58,Hardback,White,4.3142
61,58,Hardback,White,4.35277
62,58,Hardback,White,4.39134
63,58,Hardback,White,4.42991
64,58,Hardback,White,4.46848
65,58,Hardback,White,4.50705
66,58,Hardback,White,4.54562
67,58,Hardback,White,4.58419
68,58,Hardback,White,4.62276
69,58,Hardback,White,4.66133
70,58,Hardback,White,4.6999
71,58,Hardback,White,4.73847
72,58,Hardback,White,4.77704
73,58,Hardback,White,4.81561
74,58,Hardback,White,4.85418
75,58,Hardback,White,4.89275
76,58,Hardback,White,4.93132
77,58,Hardback,White,4.96989
78,58,Hardback,White,5.00846
79,58,Hardback,White,5.04703
80,58,Hardback,White,5.0856
81,58,Hardback,White,5.12417
82,58,Hardback,White,5.16274
83,58,Hardback,White,5.20131
84,58,Hardback,White,5.23988
85,58,Hardback,White,5.27845
86,58,Hardback,White,5.31702
87,58,Hardback,White,5.35559
88,58,Hardback,White,5.39416
89,58,Hardback,White,5.43273
90,58,Hardback,White,5.4713
91,58,Hardback,White,5.50987
92,58,Hardback,White,5.54844
93,58,Hardback,White,5.58701
94,58,Hardback,White,5.62558
95,58,Hardback,White,5.66415
96,58,Hardback,White,5.70272
97,58,Hardback,White,5.74129
98,58,Hardback,White,5.77986
99,58,Hardback,White,5.81843
100,58,Hardback,White,5.857
101,58,Hardback,White,5.89557
102,58,Hardback,White,5.93414
103,58,Hardback,White,5.97271
104,58,Hardback,White,6.01128
105,58,Hardback,White,6.04985
106,58,Hardback,White,6.08842
107,58,Hardback,White,6.12699
108,58,Hardback,White,6.16556
109,58,Hardback,White,6.20413
110,58,Hardback,White,6.2427
111,58,Hardback,White,6.28127
112,58,Hardback,White,6.31984
113,58,Hardback,White,6.35841
114,58,Hardback,White,6.39698
115,58,Hardback,White,6.43555
116,58,Hardback,White,6.47412
117,58,Hardback,White,6.51269
118,58,Hardback,White,6.55126
119,58,Hardback,White,6.58983
120,58,Hardback,White,6.6284
121,58,Hardback,White,6.66697
122,58,Hardback,White,6.70554
123,58,Hardback,White,6.74411
124,58,Hardback,White,6.78268
125,58,Hardback,White,6.82125
126,58,Hardback,White,6.85982
127,58,Hardback,White,6.89839
128,58,Hardback,White,6.93696
129,58,Hardback,White,6.97553
130,58,Hardback,White,7.0141
131,58,Hardback,White,7.05267
132,58,Hardback,White,7.09124
133,58,Hardback,White,7.12981
134,58,Hardback,White,7.16838
135,58,Hardback,White,7.20695
136,58,Hardback,White,7.24552
137,58,Hardback,White,7.28409
138,58,Hardback,White,7.32266
139,58,Hardback,White,7.36123
140,58,Hardback,White,7.3998
141,58,Hardback,White,7.43837
142,58,Hardback,White,7.47694
143,58,Hardback,White,7.51551
144,58,Hardback,White,7.55408
145,58,Hardback,White,7.59265
146,58,Hardback,White,7.63122
147,58,Hardback,White,7.66979
148,58,Hardback,White,7.70836
149,58,Hardback,White,7.74693
150,58,Hardback,White,7.7855
151,58,Hardback,White,7.82407
152,58,Hardback,White,7.86264
153,58,Hardback,White,7.90121
154,58,Hardback,White,7.93978
155,58,Hardback,White,7.97835
156,58,Hardback,White,8.01692
157,58,Hardback,White,8.05549
158,58,Hardback,White,8.09406
159,58,Hardback,White,8.13263
160,58,Hardback,White,8.1712
161,58,Hardback,White,8.20977
162,58,Hardback,White,8.24834
163,58,Hardback,White,8.28691
164,58,Hardback,White,8.32548
165,58,Hardback,White,8.36405
166,58,Hardback,White,8.40262
167,58,Hardback,White,8.44119
168,58,Hardback,White,8.47976
169,58,Hardback,White,8.51833
170,58,Hardback,White,8.5569
171,58,Hardback,White,8.59547
172,58,Hardback,White,8.63404
173,58,Hardback,White,8.67261
174,58,Hardback,White,8.71118
175,58,Hardback,White,8.74975
176,58,Hardback,White,8.78832
177,58,Hardback,White,8.82689
178,58,Hardback,White,8.86546
179,58,Hardback,White,8.90403
180,58,Hardback,White,8.9426
181,58,Hardback,White,8.98117
182,58,Hardback,White,9.01974
183,58,Hardback,White,9.05831
184,58,Hardback,White,9.09688
185,58,Hardback,White,9.13545
186,58,Hardback,White,9.17402
187,58,Hardback,White,9.21259
188,58,Hardback,White,9.25116
189,58,Hardback,White,9.28973
190,58,Hardback,White,9.3283
191,58,Hardback,White,9.36687
192,58,Hardback,White,9.40544
193,58,Hardback,White,9.44401
194,58,Hardback,White,9.48258
195,58,Hardback,White,9.52115
196,58,Hardback,White,9.55972
197,58,Hardback,White,9.59829
198,58,Hardback,White,9.63686
199,58,Hardback,White,9.67543
200,58,Hardback,White,9.714
201,58,Hardback,White,9.75257
202,58,Hardback,White,9.79114
203,58,Hardback,White,9.82971
204,58,Hardback,White,9.86828
205,58,Hardback,White,9.90685
206,58,Hardback,White,9.94542
207,58,Hardback,White,9.98399
208,58,Hardback,White,10.02256
209,58,Hardback,White,10.06113
210,58,Hardback,White,10.0997
211,58,Hardback,White,10.13827
212,58,Hardback,White,10.17684
213,58,Hardback,White,10.21541
214,58,Hardback,White,10.25398
215,58,Hardback,White,10.29255
216,58,Hardback,White,10.33112
217,58,Hardback,White,10.36969
218,58,Hardback,White,10.40826
219,58,Hardback,White,10.44683
220,58,Hardback,White,10.4854
221,58,Hardback,White,10.52397
222,58,Hardback,White,10.56254
223,58,Hardback,White,10.60111
224,58,Hardback,White,10.63968
225,58,Hardback,White,10.67825
226,58,Hardback,White,10.71682
227,58,Hardback,White,10.75539
228,58,Hardback,White,10.79396
229,58,Hardback,White,10.83253
230,58,Hardback,White,10.8711
231,58,Hardback,White,10.90967
232,58,Hardback,White,10.94824
233,58,Hardback,White,10.98681
234,58,Hardback,White,11.02538
235,58,Hardback,White,11.06395
236,58,Hardback,White,11.10252
237,58,Hardback,White,11.14109
238,58,Hardback,White,11.17966
239,58,Hardback,White,11.21823
240,58,Hardback,White,11.2568
241,58,Hardback,White,11.29537
242,58,Hardback,White,11.33394
243,58,Hardback,White,11.37251
244,58,Hardback,White,11.41108
245,58,Hardback,White,11.44965
246,58,Hardback,White,11.48822
247,58,Hardback,White,11.52679
248,58,Hardback,White,11.56536
249,58,Hardback,White,11.60393
250,58,Hardback,White,11.6425
251,58,Hardback,White,11.68107
252,58,Hardback,White,11.71964
253,58,Hardback,White,11.75821
254,58,Hardback,White,11.79678
255,58,Hardback,White,11.83535
256,58,Hardback,White,11.87392
257,58,Hardback,White,11.91249
258,58,Hardback,White,11.95106
259,58,Hardback,White,11.98963
260,58,Hardback,White,12.0282
261,58,Hardback,White,12.06677
262,58,Hardback,White,12.10534
263,58,Hardback,White,12.14391
264,58,Hardback,White,12.18248
265,58,Hardback,White,12.22105
266,58,Hardback,White,12.25962
267,58,Hardback,White,12.29819
268,58,Hardback,White,12.33676
269,58,Hardback,White,12.37533
270,58,Hardback,White,12.4139
271,58,Hardback,White,12.45247
272,58,Hardback,White,12.49104
273,58,Hardback,White,12.52961
274,58,Hardback,White,12.56818
275,58,Hardback,White,12.60675
276,58,Hardback,White,12.64532
277,58,Hardback,White,12.68389
278,58,Hardback,White,12.72246
279,58,Hardback,White,12.76103
280,58,Hardback,White,12.7996
281,58,Hardback,White,12.83817
282,58,Hardback,White,12.87674
283,58,Hardback,White,12.91531
284,58,Hardback,White,12.95388
285,58,Hardback,White,12.99245
286,58,Hardback,White,13.03102
287,58,Hardback,White,13.06959
288,58,Hardback,White,13.10816
289,58,Hardback,White,13.14673
290,58,Hardback,White,13.1853
291,58,Hardback,White,13.22387
292,58,Hardback,White,13.26244
293,58,Hardback,White,13.30101
294,58,Hardback,White,13.33958
295,58,Hardback,White,13.37815
296,58,Hardback,White,13.41672
297,58,Hardback,White,13.45529
298,58,Hardback,White,13.49386
299,58,Hardback,White,13.53243
300,58,Hardback,White,13.571
301,58,Hardback,White,13.60957
302,58,Hardback,White,13.64814
303,58,Hardback,White,13.68671
304,58,Hardback,White,13.72528
305,58,Hardback,White,13.76385
306,58,Hardback,White,13.80242
307,58,Hardback,White,13.84099
308,58,Hardback,White,13.87956
309,58,Hardback,White,13.91813
310,58,Hardback,White,13.9567
311,58,Hardback,White,13.99527
312,58,Hardback,White,14.03384
313,58,Hardback,White,14.07241
314,58,Hardback,White,14.11098
315,58,Hardback,White,14.14955
316,58,Hardback,White,14.18812
317,58,Hardback,White,14.22669
318,58,Hardback,White,14.26526
319,58,Hardback,White,14.30383
320,58,Hardback,White,14.3424
321,58,Hardback,White,14.38097
322,58,Hardback,White,14.41954
323,58,Hardback,White,14.45811
324,58,Hardback,White,14.49668
325,58,Hardback,White,14.53525
326,58,Hardback,White,14.57382
327,58,Hardback,White,14.61239
328,58,Hardback,White,14.65096
329,58,Hardback,White,14.68953
330,58,Hardback,White,14.7281
331,58,Hardback,White,14.76667
332,58,Hardback,White,14.80524
333,58,Hardback,White,14.84381
334,58,Hardback,White,14.88238
335,58,Hardback,White,14.92095
336,58,Hardback,White,14.95952
337,58,Hardback,White,14.99809
338,58,Hardback,White,15.03666
339,58,Hardback,White,15.07523
340,58,Hardback,White,15.1138
341,58,Hardback,White,15.15237
342,58,Hardback,White,15.19094
343,58,Hardback,White,15.22951
344,58,Hardback,White,15.26808
345,58,Hardback,White,15.30665
346,58,Hardback,White,15.34522
347,58,Hardback,White,15.38379
348,58,Hardback,White,15.42236
349,58,Hardback,White,15.46093
350,58,Hardback,White,15.4995
351,58,Hardback,White,15.53807
352,58,Hardback,White,15.57664
353,58,Hardback,White,15.61521
354,58,Hardback,White,15.65378
355,58,Hardback,White,15.69235
356,58,Hardback,White,15.73092
357,58,Hardback,White,15.76949
358,58,Hardback,White,15.80806
359,58,Hardback,White,15.84663
360,58,Hardback,White,15.8852
361,58,Hardback,White,15.92377
362,58,Hardback,White,15.96234
363,58,Hardback,White,16.00091
364,58,Hardback,White,16.03948
365,58,Hardback,White,16.07805
366,58,Hardback,White,16.11662
367,58,Hardback,White,16.15519
368,58,Hardback,White,16.19376
369,58,Hardback,White,16.23233
370,58,Hardback,White,16.2709
371,58,Hardback,White,16.30947
372,58,Hardback,White,16.34804
373,58,Hardback,White,16.38661
374,58,Hardback,White,16.42518
375,58,Hardback,White,16.46375
376,58,Hardback,White,16.50232
377,58,Hardback,White,16.54089
378,58,Hardback,White,16.57946
379,58,Hardback,White,16.61803
380,58,Hardback,White,16.6566
381,58,Hardback,White,16.69517
382,58,Hardback,White,16.73374
383,58,Hardback,White,16.77231
384,58,Hardback,White,16.81088
385,58,Hardback,White,16.84945
386,58,Hardback,White,16.88802
387,58,Hardback,White,16.92659
388,58,Hardback,White,16.96516
389,58,Hardback,White,17.00373
390,58,Hardback,White,17.0423
391,58,Hardback,White,17.08087
392,58,Hardback,White,17.11944
393,58,Hardback,White,17.15801
394,58,Hardback,White,17.19658
395,58,Hardback,White,17.23515
396,58,Hardback,White,17.27372
397,58,Hardback,White,17.31229
398,58,Hardback,White,17.35086
399,58,Hardback,White,17.38943
400,58,Hardback,White,17.428
401,58,Hardback,White,17.46657
402,58,Hardback,White,17.50514
403,58,Hardback,White,17.54371
404,58,Hardback,White,17.58228
405,58,Hardback,White,17.62085
406,58,Hardback,White,17.65942
407,58,Hardback,White,17.69799
408,58,Hardback,White,17.73656
409,58,Hardback,White,17.77513
410,58,Hardback,White,17.8137
411,58,Hardback,White,17.85227
412,58,Hardback,White,17.89084
413,58,Hardback,White,17.92941
414,58,Hardback,White,17.96798
415,58,Hardback,White,18.00655
416,58,Hardback,White,18.04512
417,58,Hardback,White,18.08369
418,58,Hardback,White,18.12226
419,58,Hardback,White,18.16083
420,58,Hardback,White,18.1994
421,58,Hardback,White,18.23797
422,58,Hardback,White,18.27654
423,58,Hardback,White,18.31511
424,58,Hardback,White,18.35368
425,58,Hardback,White,18.39225
426,58,Hardback,White,18.43082
427,58,Hardback,White,18.46939
428,58,Hardback,White,18.50796
429,58,Hardback,White,18.54653
430,58,Hardback,White,18.5851
431,58,Hardback,White,18.62367
432,58,Hardback,White,18.66224
433,58,Hardback,White,18.70081
434,58,Hardback,White,18.73938
435,58,Hardback,White,18.77795
436,58,Hardback,White,18.81652
437,58,Hardback,White,18.85509
438,58,Hardback,White,18.89366
439,58,Hardback,White,18.93223
440,58,Hardback,White,18.9708
441,58,Hardback,White,19.00937
442,58,Hardback,White,19.04794
443,58,Hardback,White,19.08651
444,58,Hardback,White,19.12508
445,58,Hardback,White,19.16365
446,58,Hardback,White,19.20222
447,58,Hardback,White,19.24079
448,58,Hardback,White,19.27936
449,58,Hardback,White,19.31793
450,58,Hardback,White,19.3565
451,58,Hardback,White,19.39507
452,58,Hardback,White,19.43364
453,58,Hardback,White,19.47221
454,58,Hardback,White,19.51078
455,58,Hardback,White,19.54935
456,58,Hardback,White,19.58792
457,58,Hardback,White,19.62649
458,58,Hardback,White,19.66506
459,58,Hardback,White,19.70363
460,58,Hardback,White,19.7422
461,58,Hardback,White,19.78077
462,58,Hardback,White,19.81934
463,58,Hardback,White,19.85791
464,58,Hardback,White,19.89648
465,58,Hardback,White,19.93505
466,58,Hardback,White,19.97362
467,58,Hardback,White,20.01219
468,58,Hardback,White,20.05076
469,58,Hardback,White,20.08933
470,58,Hardback,White,20.1279
471,58,Hardback,White,20.16647
472,58,Hardback,White,20.20504
473,58,Hardback,White,20.24361
474,58,Hardback,White,20.28218
475,58,Hardback,White,20.32075
476,58,Hardback,White,20.35932
477,58,Hardback,White,20.39789
478,58,Hardback,White,20.43646
479,58,Hardback,White,20.47503
480,58,Hardback,White,20.5136
481,58,Hardback,White,20.55217
482,58,Hardback,White,20.59074
483,58,Hardback,White,20.62931
484,58,Hardback,White,20.66788
485,58,Hardback,White,20.70645
486,58,Hardback,White,20.74502
487,58,Hardback,White,20.78359
488,58,Hardback,White,20.82216
489,58,Hardback,White,20.86073
490,58,Hardback,White,20.8993
491,58,Hardback,White,20.93787
492,58,Hardback,White,20.97644
493,58,Hardback,White,21.01501
494,58,Hardback,White,21.05358
495,58,Hardback,White,21.09215
496,58,Hardback,White,21.13072
497,58,Hardback,White,21.16929
498,58,Hardback,White,21.20786
499,58,Hardback,White,21.24643
500,58,Hardback,White,21.285
501,58,Hardback,White,21.32357
502,58,Hardback,White,21.36214
503,58,Hardback,White,21.40071
504,58,Hardback,White,21.43928
505,58,Hardback,White,21.47785
506,58,Hardback,White,21.51642
507,58,Hardback,White,21.55499
508,58,Hardback,White,21.59356
509,58,Hardback,White,21.63213
510,58,Hardback,White,21.6707
511,58,Hardback,White,21.70927
512,58,Hardback,White,21.74784
513,58,Hardback,White,21.78641
514,58,Hardback,White,21.82498
515,58,Hardback,White,21.86355
516,58,Hardback,White,21.90212
517,58,Hardback,White,21.94069
518,58,Hardback,White,21.97926
519,58,Hardback,White,22.01783
520,58,Hardback,White,22.0564
521,58,Hardback,White,22.09497
522,58,Hardback,White,22.13354
523,58,Hardback,White,22.17211
524,58,Hardback,White,22.21068
525,58,Hardback,White,22.24925
526,58,Hardback,White,22.28782
527,58,Hardback,White,22.32639
528,58,Hardback,White,22.36496
529,58,Hardback,White,22.40353
530,58,Hardback,White,22.4421
531,58,Hardback,White,22.48067
532,58,Hardback,White,22.51924
533,58,Hardback,White,22.55781
534,58,Hardback,White,22.59638
535,58,Hardback,White,22.63495
536,58,Hardback,White,22.67352
537,58,Hardback,White,22.71209
538,58,Hardback,White,22.75066
539,58,Hardback,White,22.78923
540,58,Hardback,White,22.8278
541,58,Hardback,White,22.86637
542,58,Hardback,White,22.90494
543,58,Hardback,White,22.94351
544,58,Hardback,White,22.98208
545,58,Hardback,White,23.02065
546,58,Hardback,White,23.05922
547,58,Hardback,White,23.09779
548,58,Hardback,White,23.13636
549,58,Hardback,White,23.17493
550,58,Hardback,White,23.2135
551,58,Hardback,White,23.25207
552,58,Hardback,White,23.29064
